,state,gender,avg_fam_income,pobc2,avggift,domain,target_d,med_home_val_transformed
3393,FL,Female,313.0,4,6,C2,10.0,-0.522559087368877
3394,AZ,Male,298.0,14,25,T2,40.0,-0.32712671755413814
3395,MO,Female,786.0,52,7,T1,10.0,0.9480126637763145
3396,IN,Female,307.0,58,13,R3,20.0,-1.1299478943315395
3397,TX,Female,362.0,56,10,R2,10.0,-0.6826212246266676
3398,OK,Female,236.0,80,15,R3,15.0,-1.177715630377645
3399,FL,Male,419.0,5,4,C2,5.0,-0.13863809689897938
3400,FL,Female,619.0,16,10,S2,17.0,0.6764361514658946
3401,FL,Male,335.0,18,4,C2,3.0,-0.0008878148182418522
3402,CA,Female,220.0,41,13,C3,10.0,1.0693270597971536
3403,OK,Male,360.0,42,20,C2,10.0,-0.6512461778255472
3404,MO,Female,354.0,83,19,R2,30.0,-0.5590300505263865
3405,NC,U,436.0,70,12,S1,26.0,-0.22226547093138246
3406,UT,Male,458.0,71,9,S2,11.0,0.003194377379810094
3407,NE,Female,597.0,38,19,S1,26.0,-0.13567743371817365
3408,CA,Female,572.0,50,7,U1,10.0,1.0617190221828783
3409,ND,Female,402.0,70,5,T2,7.0,-0.27947779967767405
3410,NC,Male,282.0,48,17,C3,20.0,-0.5668235139203992
3411,IN,Female,561.0,53,5,S2,5.0,0.2866335330509702
3412,CA,Male,443.0,41,15,U1,17.0,0.7448822945612538
3413,CA,Female,627.0,38,9,S1,15.0,1.480200216852649
3414,NM,U,590.0,35,10,S1,15.0,0.12378876812040776
3415,CA,Female,426.0,69,8,0,10.0,0.05932172336394829
3416,IA,Female,316.0,84,4,T2,5.0,-1.2022817430445254
3417,SC,Female,304.0,90,13,R2,20.0,-0.8178041668023199
3418,MS,U,280.0,89,3,R2,5.0,-1.0838748290372915
3419,MI,Male,400.0,86,26,S3,40.0,-0.5378065853949795
3420,CA,Male,761.0,44,10,U1,20.0,1.9322666748964297
3421,CA,Male,395.0,43,17,C2,20.0,0.8605362614988751
3422,CA,Female,359.0,63,11,T2,14.0,0.4314019875479855
3423,WA,Female,433.0,42,17,T2,21.0,-0.05067423359208416
3424,MI,Female,371.0,80,7,S2,10.0,0.005910288211810698
3425,MO,Female,410.0,71,7,S2,10.0,-0.4234934851335099
3426,WA,U,259.0,49,6,R3,8.0,-0.8771887669098871
3427,CA,Male,600.0,61,6,T2,5.0,0.9680878758873248
3428,OR,Male,494.0,53,12,T2,30.0,-0.32046751350736113
3429,MI,Female,648.0,74,3,T2,4.0,0.03816108792238135
3430,WI,Female,536.0,81,8,T2,15.0,-0.09334342497839476
3431,GA,Male,414.0,86,9,R2,10.0,-0.3970841016545885
3432,UT,Female,412.0,81,4,S2,4.0,-0.34390039815382273
3433,NC,Male,472.0,62,20,C2,30.0,-0.41994579005592064
3434,TX,Female,317.0,65,15,C3,21.0,-1.1476544700885467
3435,NE,Male,415.0,83,5,R2,5.0,-1.1211843683621177
3436,CO,Female,125.0,46,9,C3,12.0,-0.7697987172988613
3437,KY,Female,285.0,73,9,R2,15.0,-1.2496612124607327
3438,CA,Female,521.0,48,7,S2,10.0,1.2872984311692788
3439,CO,Female,347.0,59,5,R2,6.0,-0.6868564628475866
3440,CA,Female,363.0,61,12,C1,20.0,0.6025082995227593
3441,CA,Male,1004.0,41,13,S1,18.0,2.9633498912613985
3442,IL,Female,541.0,68,12,S1,20.0,0.29467559662373294
3443,IN,Female,571.0,62,3,C1,2.0,-0.25698208211023044
3444,CA,Female,354.0,52,21,S3,23.0,0.6274772310711125
3445,CA,Female,433.0,53,6,C2,10.0,0.41968706354024865
3446,MI,Male,235.0,88,13,R3,15.0,-1.1387709456652735
3447,TX,Male,484.0,66,7,S2,8.0,-0.11802607831682489
3448,CA,Female,254.0,58,9,T2,10.0,-0.4981086212638906
3449,WA,Female,449.0,33,8,S3,10.0,-0.29084732261575147
3450,WA,Female,564.0,50,20,S1,10.0,0.5154090506326267
3451,WI,Female,447.0,80,8,S2,10.0,-0.2843403858960891
3452,CA,Male,757.0,23,28,U1,40.0,2.539895068685288
3453,IL,Female,468.0,62,4,U2,10.0,0.2316587934266208
3454,FL,Female,632.0,32,7,C1,11.0,0.11490956515767395
3455,CA,Female,807.0,22,9,S1,15.0,2.8906554549824
3456,OR,Male,512.0,49,8,C1,8.0,-0.32046751350736113
3457,TX,Male,240.0,87,17,R3,23.0,-1.5426707296717155
3458,WI,Female,349.0,79,7,R2,15.0,-0.7342867801713364
3459,CO,Female,400.0,56,7,S2,8.0,-0.29247827811896904
3460,TX,Female,635.0,70,3,C1,4.0,-0.15202853638740677
3461,NC,U,404.0,69,7,R2,13.0,-0.08328748629453397
3462,SC,Female,465.0,62,4,R1,4.0,0.17734285096361926
3463,AL,Female,540.0,54,4,T3,5.0,-0.13419912887070806
3464,CA,Male,440.0,58,8,C2,15.0,1.2797766847178889
3465,OK,Male,554.0,58,5,C2,5.0,0.5365713292023525
3466,NV,Female,312.0,0,12,T2,20.0,-0.2144799923044372
3467,CA,Male,730.0,62,9,U1,12.0,1.1431370925464215
3468,NC,U,282.0,90,16,R3,30.0,-0.7675529997275335
3469,MI,Male,459.0,92,7,R2,12.0,-0.5746582112739407
3470,AZ,Female,251.0,28,15,0,15.0,-0.42171860774598924
3471,WI,Female,317.0,80,5,R2,7.0,-0.9266054347261274
3472,TX,Female,499.0,54,14,T2,25.0,-0.069028151099092
3473,KY,Female,290.0,93,3,T2,5.0,-0.9571365026048338
3474,TX,Female,206.0,88,12,U4,20.0,-0.9910074396502216
3475,SC,U,319.0,78,8,0,32.0,-0.9778793128216712
3476,IL,Female,996.0,53,62,U1,100.0,2.9087646142668535
3477,AZ,Female,829.0,12,15,S1,25.0,0.982416764441312
3478,WA,U,230.0,45,7,C3,15.0,-0.8531295386003706
3479,MS,U,282.0,85,5,R2,4.0,-0.9316466137230516
3480,FL,Male,432.0,11,22,0,50.0,0.22332072365254935
3481,IN,Male,549.0,64,29,C2,25.0,-0.32046751350736113
3482,CA,Female,234.0,44,14,R3,2.0,-0.6185094213930333
3483,FL,Female,456.0,27,11,T2,10.0,0.19321019425902375
3484,OK,Female,245.0,77,3,R3,4.0,-1.2241720743007354
3485,CA,Female,367.0,41,11,T2,15.0,-0.3523556391358359
3486,MO,Male,433.0,93,8,T2,10.0,-0.5339800800365458
3487,NC,U,392.0,72,8,T2,17.5,-0.49438211770067375
3488,AR,Female,269.0,57,15,R3,20.0,-1.1358232566070894
3489,MI,Female,320.0,76,15,U3,21.0,-1.069802990548157
3490,IL,Male,352.0,85,16,R2,20.0,-0.6124520980725287
3491,CA,Male,945.0,54,17,U1,25.0,2.7566005662334283
3492,WI,U,330.0,76,7,R2,5.0,-0.7519318188550871
3493,TX,Male,622.0,41,12,U1,25.0,0.5889233247650655
3494,IL,Female,466.0,92,25,R2,50.0,0.3309789875774366
3495,LA,Female,498.0,78,9,S1,15.0,-0.17459584284315674
3496,IN,Female,322.0,73,11,T2,51.0,-1.1328822511950674
3497,NC,U,508.0,27,6,C1,10.0,0.6680534009586448
3498,FL,Male,411.0,8,9,C2,35.0,0.034163588697090234
3499,CO,Female,407.0,49,20,S2,20.0,-0.3388492701563192
3500,WA,Female,300.0,39,13,C3,20.0,-0.2778602717078386
3501,LA,Female,309.0,76,3,S2,5.0,-0.5805616007078276
3502,CA,Male,784.0,42,14,S1,25.0,1.9225963367858292
3503,KY,U,330.0,43,5,C2,5.0,-0.8318271128969792
3504,AZ,Male,564.0,8,20,T1,10.0,0.2692754652089982
3505,IL,Male,644.0,87,41,0,100.0,0.4764814588756848
3506,IL,Female,330.0,79,8,T2,9.0,-0.891828010645109
3507,CA,Female,331.0,69,7,T1,3.0,0.5820933409306237
3508,CA,Female,283.0,28,9,U3,5.0,1.4060424539351501
3509,AL,U,485.0,65,12,T1,10.0,-0.3659807307868224
3510,CO,Female,425.0,51,12,S2,20.0,-0.3988306393823973
3511,CA,Female,550.0,34,12,S1,20.0,0.9997902878401013
3512,AZ,Male,426.0,13,11,S1,20.0,-0.29084732261575147
3513,CO,Female,447.0,37,4,U1,7.0,-0.287590485323765
3514,IA,Male,368.0,68,39,C2,44.0,-0.8893773087902354
3515,TX,Male,377.0,60,24,S2,50.0,-0.3472769672021716
3516,FL,Female,383.0,22,7,C2,12.0,-0.2746301930874805
3517,IN,Female,368.0,70,14,C2,15.0,-1.1387709456652735
3518,CA,Female,503.0,32,13,S1,10.0,1.9540024924966464
3519,NC,Male,285.0,81,10,T2,10.0,-1.069802990548157
3520,FL,Male,325.0,28,5,U3,9.0,-0.7901723867591488
3521,MO,Female,537.0,69,3,C1,3.0,-0.12388856177435918
3522,FL,Female,692.0,37,8,S1,15.0,0.4046659732125251
3523,FL,Male,294.0,69,12,R2,15.0,-0.7541529159608809
3524,KS,Male,339.0,68,7,R2,20.0,-0.9392435224150162
3525,NC,U,404.0,63,6,T2,8.0,0.13262193814475245
3526,IN,Female,426.0,55,7,0,10.0,-0.3659807307868224
3527,CO,Female,507.0,40,12,T1,12.0,0.08799009303523385
3528,AZ,Female,547.0,25,15,S1,15.0,0.5415742053748915
3529,WI,Female,436.0,57,5,S2,5.0,-0.3506608998143235
3530,FL,Female,286.0,37,17,R1,25.0,-0.5904533592322683
3531,MN,Male,668.0,78,30,S1,42.0,-0.022830517988680833
3532,CO,Female,445.0,54,25,S2,30.0,-0.12977228702554097
3533,CA,Female,815.0,38,24,S1,33.0,2.8278395570328727
3534,IA,Male,669.0,52,14,S1,10.0,-0.26979745936698285
3535,OK,Male,307.0,57,11,T2,11.0,-0.5785911817820969
3536,CA,Female,483.0,41,3,S2,10.0,0.970483242999149
3537,SC,Female,282.0,93,9,R3,10.0,-0.9989462943700858
3538,FL,Female,409.0,16,10,S2,10.0,-0.011822910977011224
3539,OR,Male,386.0,56,9,R2,15.0,-0.23008920894539125
3540,CA,Female,455.0,56,17,U1,20.0,1.586544892105628
3541,CA,Female,331.0,66,10,T2,7.0,0.5515393177789454
3542,CA,Female,421.0,44,7,S2,10.0,0.691247291828055
3543,CA,Female,371.0,40,7,C3,9.0,0.504225676855143
3544,AZ,Male,551.0,33,7,0,5.0,0.245860283356932
3545,AL,U,475.0,74,6,T2,7.0,-0.6124520980725287
3546,TX,Male,302.0,79,16,C2,17.0,-0.9726636737229536
3547,MI,Male,548.0,79,10,S2,20.0,-0.20673234125083403
3548,CA,Female,287.0,60,13,S3,20.0,-0.36940583980422775
3549,IL,Female,417.0,86,4,S2,4.0,-0.09911758109306257
3550,TX,Female,602.0,34,6,C1,4.0,0.09186199717421467
3551,CA,Male,568.0,62,7,C1,7.0,1.1084317867099656
3552,TN,Female,209.0,86,6,R3,5.0,-1.1565994392259056
3553,CA,Male,211.0,16,8,U3,15.0,1.9494701605668876
3554,TN,U,373.0,53,11,C2,10.0,-0.38318279328594174
3555,IL,Male,768.0,44,10,S1,10.0,1.0525511346108827
3556,FL,Male,551.0,19,12,0,200.0,0.5879491525937025
3557,WA,Female,414.0,44,4,C2,10.0,-0.5845103466502366
3558,AZ,Female,564.0,29,9,S1,12.0,0.2245143298064847
3559,AZ,Female,323.0,11,6,C2,9.0,-0.32379356062865555
3560,FL,Female,461.0,18,7,S1,15.0,-0.11364304890977722
3561,KY,Female,289.0,90,7,S3,10.0,-1.0726053517438483
3562,WI,Female,446.0,85,8,R1,10.0,-0.30229978580689465
3563,AR,Male,317.0,69,5,R2,5.0,-0.9016747304329094
3564,CA,Male,389.0,49,6,S2,10.0,0.6838562712101309
3565,CA,Female,403.0,61,8,T2,8.0,0.42927765936356893
3566,TX,Female,382.0,70,10,C2,5.0,-0.36940583980422775
3567,WI,U,299.0,83,10,R2,20.0,-0.9016747304329094
3568,IL,Female,479.0,64,17,U2,48.0,0.1021440217133138
3569,MI,Male,207.0,78,12,R3,25.0,-1.302243987960204
3570,CA,Male,586.0,53,6,U4,7.0,1.125489471806398
3571,CA,Female,789.0,52,25,U1,50.0,1.8772648110534023
3572,IA,Female,388.0,78,11,C2,10.0,-0.7630722195156863
3573,NV,Female,398.0,19,11,U2,15.0,0.034163588697090234
3574,LA,Male,899.0,49,13,0,25.0,0.8537722663572149
3575,WI,U,221.0,60,7,U3,9.0,0.5265245063639589
3576,TX,Female,308.0,72,15,R2,5.0,-0.9545658721566316
3577,KY,Male,391.0,63,12,T2,16.0,-0.45217625867863676
3578,CA,Female,417.0,56,14,S2,15.0,1.3398697613605524
3579,FL,Female,409.0,16,11,S2,25.0,-0.011822910977011224
3580,WA,Female,330.0,55,10,0,20.0,-0.32712671755413814
3581,NC,U,797.0,45,4,T1,5.0,1.0837034677173243
3582,MI,Male,602.0,82,15,T2,26.0,0.19199479959923418
3583,HI,Male,613.0,56,8,U1,10.0,2.4611064546593506
3584,FL,Male,501.0,20,9,S1,12.0,0.05932172336394829
3585,CA,Female,816.0,50,25,T1,25.0,1.5006593060756526
3586,NC,Male,721.0,31,12,C1,12.0,0.7493587681322295
3587,CA,Female,408.0,49,6,U3,15.0,0.7520396134838828
3588,FL,Male,392.0,14,12,U2,15.0,0.015381270636560333
3589,CA,U,664.0,50,6,S1,9.0,1.8026868441203379
3590,NC,U,345.0,95,25,T2,15.0,-0.5590300505263865
3591,CA,Female,376.0,47,6,U1,10.0,0.276239326333144
3592,IL,Male,299.0,82,6,R2,8.0,0.005910288211810698
3593,IL,Female,1041.0,50,30,U1,30.0,2.9318160495550427
3594,OK,Female,258.0,78,11,R3,20.0,-1.526391151002716
3595,IN,Male,338.0,79,5,T3,5.0,-0.8723433383083242
3596,MT,U,218.0,61,3,C2,4.0,-0.8365329010551382
3597,FL,Female,382.0,35,5,S2,12.0,-0.1715685319374493
3598,IL,Female,425.0,68,12,C1,15.0,-0.24902492579644436
3599,CA,Male,493.0,50,5,U2,5.0,0.9431640434270724
3600,AZ,Female,242.0,0,14,C3,25.0,-0.47772605905668103
3601,OR,Male,464.0,52,11,S2,10.0,-0.08185595603962731
3602,IL,Male,466.0,60,11,S2,12.0,0.4271508245628073
3603,AZ,Female,271.0,21,7,R2,10.0,-0.48880961313053733
3604,KY,Female,555.0,67,7,S1,10.0,-0.0732929453247614
3605,CA,Female,519.0,51,10,U1,11.0,1.1958941909003467
3606,WI,U,376.0,85,13,T2,25.0,-0.3901177402139729
3607,TX,Female,511.0,48,9,T1,5.0,-0.1565167913912769
3608,CA,Female,704.0,44,22,S1,25.0,1.4926229399956672
3609,PA,Male,362.0,92,26,R3,10.0,-0.6826212246266676
3610,CA,Female,922.0,40,100,S1,10.0,2.768492254726277
3611,GA,Female,574.0,48,9,T1,12.0,0.14516198877592879
3612,MI,Female,486.0,78,20,U4,20.0,-0.5037157603128375
3613,MO,Male,267.0,79,7,R3,8.0,-1.4406642096816376
3614,OR,Male,456.0,47,20,C2,10.0,-0.1327221713705959
3615,CA,Female,343.0,46,13,S2,15.0,0.3287317517406902
3616,CA,Male,976.0,40,10,S1,20.0,2.925734003953498
3617,CA,Female,505.0,63,6,T1,10.0,1.126965982654728
3618,CA,Male,560.0,51,7,C2,10.0,0.8100870742757792
3619,NC,Male,405.0,73,3,R2,3.0,0.09701080510026307
3620,TX,Male,590.0,47,36,S1,53.0,0.268112124929483
3621,TX,Male,875.0,34,10,S1,15.0,1.2136534800964716
3622,TX,Female,199.0,89,6,C3,6.0,-0.9622924459777198
3623,NC,U,417.0,45,14,0,25.0,-0.03530215307647194
3624,TN,Female,437.0,53,19,T2,35.0,-0.24902492579644436
3625,MO,Male,234.0,67,17,R3,15.0,-1.3056051119065546
3626,CA,Male,781.0,44,8,U1,15.0,2.8748350759580528
3627,CO,Female,245.0,50,25,C3,25.0,-0.7277257948498115
3628,CA,Male,608.0,53,17,U1,25.0,0.7403952737089313
3629,WI,Female,255.0,52,10,U4,11.0,-1.3225486759037088
3630,CA,Female,414.0,57,10,T3,12.0,0.6483469258049152
3631,CA,Female,450.0,58,13,S1,20.0,1.0247928149067334
3632,CA,Female,901.0,45,20,S1,20.0,2.1755074349737415
3633,NC,Female,369.0,74,7,T2,20.0,-0.4851060339274655
3634,CA,Female,546.0,23,11,U1,10.0,2.629208301957156
3635,IL,Female,474.0,85,5,S2,2.0,-0.007713812208707087
3636,NM,Male,682.0,39,10,U1,10.0,0.7313893580297696
3637,GA,Male,444.0,74,20,S3,20.0,-0.6024118283987882
3638,CA,Male,443.0,57,12,T1,12.0,0.09315066686052671
3639,SC,Female,333.0,92,5,R2,5.0,-0.31218327122925493
3640,OR,Male,420.0,48,10,C2,14.0,-0.3523556391358359
3641,MO,Male,380.0,80,3,S2,6.0,-0.5785911817820969
3642,NM,Male,670.0,45,13,S1,23.0,0.3499663283627447
3643,WI,U,387.0,77,11,S2,19.0,-0.374557788445792
3644,AZ,Male,648.0,18,27,C2,10.0,0.2004846533932641
3645,MI,Female,295.0,91,6,R3,9.0,-1.0726053517438483
3646,IL,Male,292.0,88,7,R3,6.0,-1.0726053517438483
3647,GA,Female,687.0,49,5,S1,10.0,0.3588317805436631
3648,NC,Male,331.0,71,15,T2,25.0,-0.634785974333839
3649,GA,Female,412.0,85,7,0,17.0,-0.4795676709161707
3650,KY,Male,221.0,77,10,R3,20.0,-1.6726935184911496
3651,NV,Female,427.0,22,9,U2,10.0,0.03682964755499681
3652,GA,Female,355.0,74,6,T2,10.0,-0.42171860774598924
3653,TX,Male,433.0,83,5,C2,5.0,-0.6104385407069429
3654,OR,Female,465.0,54,13,R2,15.0,-0.07899664431462551
3655,CA,Female,380.0,35,5,U2,6.0,1.1664315228430597
3656,IL,Female,467.0,86,5,S2,5.0,0.07371678207116743
3657,GA,Male,362.0,77,5,R2,5.0,-0.5168811552003587
3658,NC,Male,314.0,76,4,T2,5.0,-0.7430819672213929
3659,MI,Female,529.0,86,10,T2,15.0,-0.08902616268083993
3660,NM,Female,242.0,70,8,R3,15.0,-1.0586526952537085
3661,CA,Female,604.0,12,98,C2,200.0,1.2845663991219554
3662,CA,Male,380.0,35,10,C2,15.0,0.2113392749332215
3663,LA,Male,291.0,72,3,U3,3.0,-0.4288305312721581
3664,MI,Female,491.0,84,5,T1,10.0,-0.26979745936698285
3665,MS,Female,540.0,26,7,C1,10.0,-0.2649794929470022
3666,IN,Male,853.0,44,15,S1,15.0,0.8964951067253636
3667,WY,U,346.0,35,13,T2,11.0,-0.6762915733790563
3668,NV,Male,386.0,13,7,0,10.0,0.10598376812996894
3669,AZ,Female,372.0,26,23,R2,50.0,0.08669748748700921
3670,MI,Male,606.0,63,15,T1,21.0,0.6274772310711125
3671,IL,Female,452.0,69,12,S2,15.0,-0.357451005669638
3672,OR,Female,267.0,15,15,T3,21.0,-0.8108450535726679
3673,CA,Female,490.0,64,7,C2,5.0,0.9800358084343122
3674,AR,Female,344.0,60,5,T2,10.0,-0.6805082572459644
3675,CA,Female,376.0,40,16,U3,10.0,0.6903249965593881
3676,CA,Female,587.0,55,8,0,12.0,1.6490910849914526
3677,FL,Female,511.0,10,4,C2,5.0,-0.1092717942952274
3678,TN,Female,653.0,42,15,S1,30.0,0.38407692009444694
3679,IL,Female,452.0,61,25,C1,10.0,-0.24902492579644436
3680,CA,Female,824.0,48,53,S1,101.0,1.6519705676386935
3681,CA,Male,710.0,52,10,S1,15.0,1.2804616060281206
3682,NC,Male,390.0,65,12,R2,12.0,0.03549714846577908
3683,CA,Female,442.0,40,11,U2,17.0,0.5385741141711564
3684,IL,Female,353.0,84,3,T2,5.0,-0.5746582112739407
3685,WA,Female,519.0,63,8,T1,9.0,-0.007713812208707087
3686,TX,Female,160.0,84,9,T1,20.0,-1.4294381862884837
3687,CA,Female,401.0,38,15,U1,20.0,1.3238344131276454
3688,MO,Female,358.0,69,20,T2,25.0,-0.11072757539091627
3689,IA,Male,386.0,92,4,R2,10.0,-1.1182762604360532
3690,IL,Female,607.0,57,14,S1,23.0,0.24703853088003777
3691,WI,U,411.0,91,14,C2,20.0,-0.4395609944802861
3692,MO,Female,278.0,48,8,U3,10.0,-0.22226547093138246
3693,MS,Female,346.0,71,20,T2,20.0,-0.5964204439105331
3694,KS,Female,314.0,55,9,T2,15.0,-0.765310838150623
3695,MI,Male,626.0,75,12,T1,20.0,0.212541153208239
3696,CA,Female,816.0,51,15,C1,15.0,2.170469812376204
3697,TX,Male,269.0,73,6,0,10.0,-0.44135677899237363
3698,CA,Female,292.0,26,15,U2,20.0,1.2270486489182535
3699,SC,Female,334.0,33,12,T2,20.0,-0.3970841016545885
3700,CA,Male,878.0,40,10,S1,15.0,2.4513335191165644
3701,MI,Female,383.0,81,22,T2,25.0,-0.3523556391358359
3702,MN,Female,375.0,89,15,R2,5.0,-0.9726636737229536
3703,NC,Female,462.0,75,7,C2,8.0,-0.2827178527806204
3704,WA,U,571.0,47,8,S1,14.0,0.07110862476889161
3705,CO,Female,330.0,50,11,R2,14.0,-0.28921805970893805
3706,TX,Male,287.0,76,8,R2,15.0,-1.0122830867194248
3707,IA,Male,311.0,84,16,R2,20.0,-0.7901723867591488
3708,FL,Female,491.0,13,4,U2,3.0,0.7909325451432773
3709,AZ,Female,530.0,24,9,S1,10.0,-0.19902209355726574
3710,CA,Female,797.0,38,35,T3,35.0,2.242711305241326
3711,IL,Male,431.0,88,30,S2,40.0,0.005910288211810698
3712,CA,Male,621.0,59,17,U1,25.0,1.9123726181130354
3713,CA,Male,380.0,35,15,U2,27.0,1.1664315228430597
3714,NV,Female,556.0,26,14,S1,35.0,0.5966983368455399
3715,CA,Male,589.0,55,15,S1,5.0,1.270852085196554
3716,CO,Female,324.0,64,13,C2,20.0,-0.7299094420615095
3717,OR,Female,269.0,53,7,R2,9.0,-0.8271371428638195
3718,AZ,Female,313.0,12,6,0,5.0,-0.20982688968123916
3719,AZ,Female,441.0,19,8,S3,10.0,0.39602572304131267
3720,AL,U,320.0,78,12,R2,15.0,-0.8869309618924885
3721,HI,Female,364.0,12,5,T1,10.0,2.326613162793237
3722,AZ,Male,321.0,4,12,C3,16.0,-0.11364304890977722
3723,MI,Female,631.0,70,8,S1,8.0,0.21614179416703377
3724,IN,Male,411.0,73,8,R2,11.0,-0.46672328953925135
3725,MO,Female,321.0,44,23,C2,25.0,-0.43418631653725026
3726,AZ,Male,433.0,22,6,C1,15.0,-0.37627893375096744
3727,IN,Female,701.0,57,11,S1,17.0,0.22689908357267
3728,NV,Female,371.0,23,6,S2,12.0,-0.32545924815960114
3729,AZ,Female,702.0,24,7,T1,11.0,0.7159806121772794
3730,CA,Female,357.0,45,10,S2,10.0,0.8664354893683416
3731,CA,Female,807.0,52,18,S1,27.0,1.9413904948124727
3732,CA,Female,826.0,50,8,C1,11.0,2.018003685785347
3733,FL,Female,322.0,29,15,U3,10.0,-0.5320705031794757
3734,CA,Male,330.0,61,5,U2,5.0,0.09701080510026307
3735,FL,Female,456.0,29,4,C2,10.0,0.030156525652356637
3736,IL,Female,588.0,60,8,S1,10.0,0.8765069900008288
3737,HI,Male,555.0,59,4,S1,25.0,1.487041620723438
3738,OR,Female,374.0,49,7,T2,10.0,-0.5168811552003587
3739,TN,Female,370.0,79,9,T2,10.0,-0.3918563725669827
3740,WI,Female,416.0,78,12,S2,20.0,-0.3814539266195163
3741,HI,U,285.0,8,5,T2,5.0,1.9805130177923191
3742,CA,Male,328.0,39,10,U4,19.0,0.5937865241070825
3743,CA,Female,503.0,41,6,U1,12.5,0.8940077628140497
3744,FL,Female,251.0,14,7,C2,10.0,-0.40232968835348487
3745,GA,Female,383.0,81,7,R2,10.0,-0.8603035253019408
3746,CA,Male,444.0,36,10,U1,21.0,1.3491673668272859
3747,IA,Male,378.0,70,6,S2,14.0,-0.6084277438099764
3748,NC,Female,269.0,70,12,R3,10.0,-0.6783983769824377
3749,CA,Female,621.0,51,15,C2,30.0,1.4494562280878607
3750,AL,Female,336.0,79,4,R2,7.0,-0.7924543990987026
3751,TX,Female,431.0,72,7,R3,10.0,-0.862703126403662
3752,MO,Female,323.0,90,5,U3,8.0,-0.39533954809133603
3753,AL,Female,473.0,42,16,T1,15.0,-0.17459584284315674
3754,NC,Male,399.0,85,10,T2,10.0,-0.4612517742466138
3755,TX,Male,500.0,43,17,C1,40.0,-0.287590485323765
3756,CA,Female,192.0,65,7,C3,10.0,-0.149043282805675
3757,IN,Male,422.0,73,12,C3,25.0,-0.5884696915094139
3758,CA,Female,292.0,35,7,T2,20.0,-0.4164063116164181
3759,IL,Male,368.0,78,8,T3,5.0,-0.9597120200000968
3760,CA,Female,706.0,41,13,U1,17.0,2.1418732436293455
3761,FL,Male,215.0,8,3,T3,5.0,-0.8820512613457141
3762,OR,Male,311.0,36,13,R2,37.0,-0.3055873497240414
3763,NE,Female,349.0,85,7,R2,10.0,-1.371267700402491
3764,FL,Female,245.0,71,13,R3,19.0,-0.9571365026048338
3765,KS,Male,330.0,81,11,R2,25.0,-1.1358232566070894
3766,OR,Male,558.0,43,18,C1,24.0,0.012680760247551277
3767,FL,Female,415.0,1,7,C1,13.0,1.2514983771602364
3768,CA,Female,966.0,58,15,S1,25.0,2.712149592006905
3769,OR,Female,448.0,39,7,C1,5.0,-0.1253574946920523
3770,AL,Female,648.0,53,3,R2,3.0,0.48268346616829055
3771,TX,Female,550.0,64,8,0,20.0,-0.15501931913464834
3772,AL,Female,0.0,69,10,C3,15.0,-0.6104385407069429
3773,TX,Male,255.0,64,25,C2,25.0,-0.6104385407069429
3774,FL,Male,457.0,4,7,C2,10.0,0.3709501287886247
3775,WA,U,458.0,35,14,T2,21.0,0.10981485154203101
3776,FL,Male,684.0,15,18,C1,20.0,0.7123367561887661
3777,MI,Female,587.0,93,15,S2,15.0,-0.3338145027105503
3778,MD,Female,540.0,61,8,T1,15.0,0.505245179129658
3779,NV,Female,256.0,25,8,T3,12.0,-0.48695668549645404
3780,IL,Female,406.0,68,7,0,5.0,0.02345668928265996
3781,NM,Female,756.0,49,17,T1,20.0,1.1121522273261326
3782,CA,Male,288.0,45,12,T2,35.0,-0.17611163874334154
3783,TX,Male,356.0,61,4,C1,6.0,-0.6024118283987882
3784,CA,Female,569.0,57,6,S2,10.0,1.2037272133237424
3785,MI,Female,481.0,88,12,T2,15.0,0.00862177812819654
3786,FL,Female,755.0,18,19,C1,10.0,1.3392040669235132
3787,FL,Male,471.0,31,6,T2,5.0,-0.020071757188236283
3788,TX,Female,466.0,67,11,T1,30.0,-0.19748449561529732
3789,IL,Female,339.0,61,4,R2,6.0,-0.8271371428638195
3790,CA,Male,415.0,22,5,S2,10.0,1.2326627558522183
3791,TN,Male,319.0,76,10,0,15.0,-0.6044143963655184
3792,MN,Male,326.0,83,5,R2,8.0,-1.1387709456652735
3793,CA,Male,352.0,51,22,S2,31.0,0.212541153208239
3794,FL,Female,441.0,29,8,S2,10.0,-0.2746301930874805
3795,MO,Male,301.0,68,11,R2,15.0,-0.7452892745482211
3796,TX,Female,281.0,83,3,R3,5.0,-1.0122830867194248
3797,AZ,Male,516.0,34,9,T1,15.0,0.19442473379647945
3798,ID,Male,410.0,53,8,R2,5.0,-0.30723372453588427
3799,AR,Male,285.0,33,14,T2,25.0,-0.6245919090904313
3800,GA,Male,572.0,53,32,T1,41.0,0.42395585739521546
3801,NC,Male,274.0,84,18,R2,25.0,-0.8247980511586112
3802,WI,U,479.0,64,12,S1,15.0,-0.08758960516192005
3803,FL,Female,338.0,49,5,S2,5.0,-0.7924543990987026
3804,TN,Female,628.0,45,5,T1,11.0,0.5001419671283809
3805,FL,Female,374.0,16,8,C2,10.0,-0.007713812208707087
3806,CA,Female,682.0,47,20,S1,20.0,1.7886611104193446
3807,KS,Female,534.0,48,10,C1,15.0,-0.10201233759868338
3808,OR,Female,363.0,58,16,R2,25.0,-0.6104385407069429
3809,IL,Female,669.0,74,13,T1,11.0,0.9648895302971375
3810,UT,Female,536.0,72,9,T1,40.0,0.1439121156978522
